nodes,community_labels,clustering_labels_5,clustering_labels_10,clustering_labels_20,clustering_labels_50,clustering_labels_100
9601208,1,3,7,16,15,52
9601209,0,0,3,6,8,54
9601210,5,4,4,10,11,70
9601211,5,2,5,1,17,89
9601212,13,3,6,0,15,82
9601213,0,0,1,15,22,1
9601214,11,1,3,6,14,38
9601215,8,3,8,3,38,49
9601216,11,3,8,7,32,32
9601217,3,2,5,5,2,28
9601218,0,3,4,10,26,50
9601219,7,0,1,13,22,42
9601220,5,0,1,15,5,62
9601221,3,0,1,14,12,40
9601222,3,3,8,4,34,69
9601223,7,0,5,14,44,27
9601224,3,3,4,10,27,65
9601225,1,3,6,11,11,63
9601227,7,2,5,13,41,89
9601230,1,0,1,15,12,77
9601231,6,4,9,18,17,68
9601232,3,0,3,5,28,95
9601233,3,4,4,10,11,70
9601234,7,2,0,2,16,29
9601235,6,2,0,2,28,29
9601236,7,3,8,7,35,56
9601237,7,1,2,9,13,30
9601238,6,2,5,17,33,27
9601239,10,3,6,0,4,5
9601241,1,1,0,11,21,60
9601242,5,2,5,18,9,15
9601243,2,1,2,4,24,18
9601244,6,3,6,11,21,60
9601245,4,4,9,1,17,14
9601246,7,2,5,14,44,97
9601247,5,2,5,1,12,39
9601248,7,0,1,15,22,72
9601249,0,0,3,6,14,95
9601250,3,3,8,11,21,60
9601251,3,4,9,1,45,34
9601252,7,0,1,15,22,77
9601253,6,1,3,2,8,37
9601254,4,3,8,7,49,73
9601255,6,0,1,15,22,72
9601256,6,2,5,1,39,94
9601257,0,2,4,1,41,89
9601258,6,2,5,13,22,42
9601259,3,0,3,14,28,7
9601260,17,1,2,4,24,64
9601261,1,0,1,1,45,4
9601262,1,0,1,14,0,97
9601263,0,3,6,11,3,26
9601264,7,0,0,4,37,98
9601265,0,2,5,2,5,24
9601266,2,4,4,10,11,70
9601267,7,1,0,9,24,37
9601268,4,2,5,13,39,94
9601269,12,1,2,4,31,38
9601270,3,1,0,13,33,19
9601271,13,0,1,14,10,40
9601272,3,3,8,3,35,49
9601274,3,2,4,10,41,6
9601275,7,0,3,6,8,78
9601276,10,4,9,12,10,93
9601277,3,1,2,9,31,87
9601278,8,4,9,18,23,51
9601279,3,1,0,13,33,19
9601280,6,3,6,19,3,41
9601281,3,0,3,14,29,16
9601282,8,2,5,13,41,42
9601283,10,1,3,4,49,91
9601284,1,4,1,14,10,40
9601285,7,0,1,15,12,40
9601286,3,3,6,10,11,70
9601287,6,3,8,4,34,69
9601288,6,3,6,0,34,69
9601289,6,1,2,4,33,19
9601290,3,0,3,6,28,54
9601291,6,2,6,13,1,58
9601292,1,1,3,6,8,78
9601293,1,4,1,15,27,33
9601294,6,0,1,14,12,77
9601295,3,0,1,3,29,95
9601296,4,1,2,17,7,2
9601297,1,0,1,14,29,77
9601298,10,2,5,13,41,17
9601299,7,1,0,5,28,7
9601300,1,3,6,0,3,82
9601301,8,0,1,14,28,7
9601302,8,4,9,12,23,21
9601303,1,1,3,6,14,95
9601304,3,4,7,16,18,44
9601305,3,0,8,17,7,31
9601306,3,4,9,12,25,21
9601307,0,4,9,12,46,35
9601308,8,1,2,17,16,28
9601309,7,1,2,9,13,87
9601310,1,0,7,16,43,59
9601311,2,4,9,12,45,93
9601312,3,3,6,0,4,82
9601313,3,1,2,9,33,19
9601314,5,4,9,12,46,93
9601315,8,1,0,2,37,36
9601316,4,0,1,15,22,42
9601317,8,3,6,0,4,5
9601318,3,4,9,12,46,33
9601319,7,3,8,7,35,81
9601320,9,2,5,13,44,42
9601321,0,2,5,5,2,83
9601322,13,0,1,14,45,31
9601323,5,4,4,1,19,34
9601324,3,0,1,14,22,17
9601325,1,0,3,6,28,7
9601326,3,1,2,9,31,87
9601327,4,1,2,17,31,2
9601328,1,4,9,1,23,68
9601329,7,4,1,1,45,4
9601330,1,4,4,10,26,70
9601331,1,3,8,3,35,31
9601332,1,1,0,4,24,60
9601333,10,4,9,18,6,13
9601334,6,2,5,13,9,85
9601335,5,2,2,13,16,55
9601336,5,4,8,7,32,32
9601337,1,3,8,4,39,94
9601338,12,4,9,12,25,21
9601339,4,3,8,7,35,49
9601340,0,1,3,6,8,78
9601341,0,0,1,14,28,97
9601342,2,3,8,4,35,81
9601343,0,0,3,6,14,17
9601344,7,1,0,2,42,37
9601345,7,1,0,2,33,29
9601346,2,2,5,1,17,22
9601347,3,1,2,17,42,45
9601348,0,3,7,16,18,48
9601349,10,4,1,1,45,4
9601350,6,0,3,4,28,7
9601351,8,1,0,11,21,99
9601352,8,4,4,1,9,15
9601353,7,0,1,3,22,17
9601354,2,2,5,1,39,94
9601355,3,4,5,18,9,15
9601356,8,0,3,3,22,11
9601357,1,1,3,6,8,78
9601358,2,1,2,17,7,28
9601359,8,3,6,11,41,26
9601360,0,4,1,14,10,40
9601361,11,1,3,6,8,78
9601362,1,0,3,6,22,17
9601363,5,4,9,18,25,96
9601364,7,1,3,6,14,19
9601365,1,0,3,13,22,27
9601366,4,0,1,7,0,1
9601367,1,1,0,4,24,7
9601368,1,0,3,14,29,95
9601369,0,1,0,4,24,37
9601370,7,2,0,2,42,29
9601371,8,1,2,4,7,64
9601372,1,1,3,6,14,38
9601373,11,1,3,6,16,78
9601374,1,0,3,14,28,95
9601375,4,4,9,12,46,47
9601376,4,1,0,4,24,18
9601377,4,2,5,17,44,8
9601378,3,0,1,15,22,17
9601379,7,0,3,6,29,16
9601380,10,4,9,12,46,93
9601381,10,0,1,14,29,97
9601382,12,0,3,6,30,95
9601383,0,0,3,6,14,27
9601384,1,0,1,15,45,39
9601385,8,4,4,12,45,35
9601386,6,0,1,15,22,40
9601387,12,0,1,14,29,16
9601388,6,1,0,4,24,91
9601389,2,2,5,13,41,92
9601390,2,4,9,18,19,34
9601391,1,2,5,1,39,94
9601392,12,1,2,9,13,87
9601393,3,0,1,15,22,5
9602201,0,2,5,5,2,20
9602202,13,2,4,10,41,92
9602203,3,3,4,0,15,0
9602204,2,1,8,7,49,36
9602206,1,2,5,1,39,94
9602207,1,3,6,0,4,82
9602208,8,4,9,12,46,93
9602209,1,2,5,1,44,67
9602210,8,1,2,17,7,71
9602211,1,4,9,1,23,14
9602212,11,0,1,14,12,77
9602213,6,0,3,15,47,12
9602214,8,1,2,9,13,55
9602215,3,0,1,14,0,86
9602216,2,0,1,14,0,97
9602217,4,0,3,6,30,23
9602218,0,2,5,13,16,42
9602219,1,0,8,3,49,1
9602220,3,0,8,3,38,49
9602221,3,0,3,13,40,31
9602222,6,4,4,18,19,6
9602223,10,0,3,3,30,11
9602224,1,3,7,16,18,44
9602225,11,2,5,5,28,7
9602226,1,4,1,15,27,65
9602227,5,4,4,15,45,4
9602228,2,0,1,14,0,86
9602229,6,4,4,15,45,80
9602230,5,0,3,3,30,11
9602231,1,1,2,17,7,45
9602232,4,0,3,6,14,27
9602233,2,0,8,3,38,31
9602234,1,0,1,15,12,1
9602235,4,1,0,11,21,99
9602236,6,3,6,11,21,26
9602237,3,1,0,2,37,98
9602238,1,3,6,11,4,26
9602239,1,0,3,6,14,38
9602240,7,0,3,6,28,77
9602241,7,4,9,18,19,96
9602242,0,1,0,2,42,99
9602243,7,1,0,4,20,19
9602244,7,4,1,1,45,39
9602245,8,2,5,5,9,85
9602246,5,1,3,6,16,78
9602247,6,0,3,6,28,95
9602248,3,1,2,9,33,83
9602249,1,2,5,1,23,22
9602250,1,1,0,11,21,99
9602251,7,1,2,9,31,53
9602252,5,0,3,6,28,16
9602253,7,4,9,12,46,35
9602255,7,4,4,18,11,70
9602256,0,0,3,6,47,12
9602257,3,2,5,13,37,98
9602258,8,4,1,1,45,4
9602259,6,4,1,1,45,4
9602260,4,0,3,4,30,11
9602261,3,2,5,14,0,46
9602262,0,0,1,14,29,16
9602263,4,1,8,4,24,91
9602264,3,1,2,9,14,38
9602265,0,0,1,14,29,39
9602266,7,0,8,3,30,49
9602267,1,0,3,6,30,95
9602268,4,2,5,7,44,67
9602269,4,2,5,1,17,67
9602270,12,4,9,12,46,47
9602271,4,1,2,17,39,94
9602272,8,0,3,15,47,12
9602273,3,0,1,14,29,77
9602274,11,1,3,6,8,78
9602275,5,3,4,10,41,92
9602276,10,4,9,12,27,33
9602277,8,2,5,1,17,79
9602278,3,4,4,15,27,65
9602279,1,4,9,12,46,13
9602280,8,1,6,11,21,26
9602281,0,0,1,1,45,4
9602282,4,0,1,14,10,40
9602283,1,3,6,11,21,63
9602284,5,3,8,7,32,32
9602285,5,1,0,2,8,23
9602286,5,0,1,11,47,12
9602287,5,2,0,2,5,24
9602288,8,3,6,19,4,26
9602289,4,3,6,10,4,50
9602290,6,3,6,11,21,63
9602291,6,1,2,17,33,45
9602292,1,0,3,3,47,31
9602293,4,0,1,3,38,49
9602294,2,3,6,11,11,63
9602295,2,1,2,13,33,71
9602296,5,1,0,2,7,8
9602297,6,0,3,6,8,23
9602298,7,4,9,12,46,93
9602299,1,0,3,6,14,17
9602300,3,4,4,1,45,6
9602301,5,0,1,3,38,80
9602302,3,0,3,6,47,12
9602303,2,0,1,14,22,77
9602304,3,2,5,13,9,85
9602305,12,4,9,12,46,47
9602306,2,0,3,6,8,23
9602307,2,0,1,14,29,97
9602308,4,3,8,7,35,89
9602309,0,1,3,6,14,54
9602310,1,0,1,15,27,72
9602311,4,3,6,19,20,5
9602312,7,0,3,5,28,39
9602314,11,1,3,6,8,23
9602315,4,0,1,15,22,89
9602316,4,1,2,17,7,45
9602317,4,4,9,18,6,47
9602318,1,0,3,6,8,78
9602319,6,4,1,12,45,80
9602320,5,0,1,14,12,39
9602321,5,4,4,10,27,65
9602322,0,0,3,3,49,17
9602323,6,0,3,6,22,17
9602324,0,2,5,5,44,46
9602325,2,3,0,4,34,69
9602326,2,1,3,4,34,69
9602327,3,0,8,3,30,31
9602328,3,0,1,15,22,77
9602329,10,0,1,3,29,31
9602330,3,4,9,12,25,80
9602331,3,0,3,6,8,78
9602332,8,2,5,17,1,71
9602333,2,1,3,6,8,23
9602334,8,2,0,5,28,8
9602335,0,0,1,3,38,31
9602336,4,1,2,17,31,18
9602337,2,1,2,9,31,18
9602338,7,4,9,12,45,93
9602339,3,3,8,7,35,73
9602340,3,0,1,14,0,86
9602341,1,0,8,3,49,91
9602342,2,0,1,14,29,40
9602343,4,1,0,2,42,37
9602345,10,3,7,16,43,59
9602346,7,0,3,6,29,17
9602347,0,1,0,2,37,54
9602348,8,1,3,6,8,23
9602349,1,4,9,12,23,93
9602350,9,4,9,1,23,22
9602351,3,3,7,8,48,61
9602352,3,3,4,10,11,63
9602353,0,2,5,13,28,77
9602354,1,4,1,3,38,80
9602355,12,0,1,15,22,72
9602356,6,4,4,18,19,34
9602357,4,4,7,8,36,57
9602358,11,4,4,18,19,35
9602359,7,2,5,5,5,8
9602360,0,4,9,12,25,10
9602361,0,4,9,12,25,10
9602362,6,4,9,18,9,51
9602363,5,0,3,6,8,78
9602364,2,0,3,17,14,27
9602365,7,4,4,18,19,6
9602366,7,3,8,7,35,49
9602367,10,2,5,11,49,75
9602368,10,0,3,14,28,7
9602369,2,3,6,11,11,63
9602370,6,4,9,12,10,21
9602371,9,0,3,13,22,17
9602372,0,3,7,8,36,57
9602373,8,4,9,18,19,34
9602374,10,1,2,4,24,64
9602375,11,1,0,11,21,99
9602376,0,1,2,9,13,30
9602377,6,0,3,13,8,78
9602378,1,4,1,12,27,33
9602379,6,1,2,9,13,83
9602380,3,3,6,19,3,41
9602381,12,4,9,12,46,47
9602382,10,1,2,17,7,8
9602383,2,4,1,14,10,40
9602384,2,0,3,6,8,23
9602385,11,2,5,13,16,42
9602386,2,0,3,5,28,95
9602387,3,0,3,6,49,54
9602388,4,3,8,7,35,81
9602389,12,0,1,15,10,72
9602390,3,0,1,14,29,95
9602391,1,1,0,2,28,7
9602392,6,3,4,10,41,75
9602393,3,3,4,10,26,50
9602394,7,1,3,6,8,38
9602395,12,4,4,10,27,65
9602396,3,1,0,2,42,29
9602398,2,1,0,2,34,66
9602399,1,0,1,14,0,86
9602400,4,0,1,15,22,72
9602401,7,3,6,19,20,9
9602402,9,4,9,1,17,22
9602403,1,0,3,6,14,17
9602404,3,4,4,1,17,89
9602405,4,2,5,13,28,42
9602406,1,0,3,6,14,54
9602407,13,0,1,15,49,1
9602408,7,2,5,5,2,43
9602409,3,2,5,13,39,94
9602410,0,1,3,6,16,17
9602411,0,0,3,6,8,23
9602412,10,1,3,6,14,54
9602413,10,2,5,13,33,42
9602414,1,1,8,17,7,28
9602415,1,0,1,15,47,12
9602416,3,1,8,7,35,31
9602417,8,3,7,16,18,44
9602418,8,0,3,4,49,91
9602419,10,1,2,4,24,64
9602420,5,2,1,14,12,77
9602421,7,1,0,9,33,83
9602422,6,1,0,2,42,30
9602423,10,0,3,6,29,17
9602424,3,1,2,17,31,64
9602426,3,2,4,15,47,12
9602427,11,1,2,4,33,19
9602428,8,3,6,19,20,5
9602429,7,1,0,9,13,87
9602430,1,4,1,3,38,80
9602431,13,0,3,6,8,78
9602432,1,1,0,4,24,60
9602433,1,0,1,15,22,72
9602434,5,1,0,2,1,55
9602435,4,1,2,2,33,19
9602436,3,2,8,5,2,28
9602437,7,0,1,14,12,39
9602438,3,0,3,6,28,7
9602439,9,0,8,15,49,75
9603201,2,1,2,17,7,3
9603202,0,0,3,14,29,95
9603203,1,4,9,1,17,79
9603204,6,4,1,15,45,39
9603205,1,2,5,13,41,75
9603206,1,0,3,6,22,16
9603208,4,1,0,11,21,99
9603209,8,0,3,6,29,95
9603210,3,0,3,6,14,38
9603211,3,2,5,5,5,8
9603212,3,1,2,17,7,28
9603213,2,0,3,6,14,17
9603214,5,2,5,13,40,76
9603215,0,0,1,15,22,72
9603217,4,2,5,2,28,7
9603218,5,2,5,5,9,85
9603219,12,4,9,12,25,10
9603220,3,0,1,3,47,31
9603221,3,0,1,14,10,40
9603222,1,0,3,6,14,17
9603223,2,0,3,6,47,12
9603224,4,1,2,17,7,27
9603225,3,0,1,14,0,86
9603226,7,1,0,2,42,8
9603227,1,4,9,1,23,14
9603228,4,2,5,1,44,67
9603229,5,1,0,2,42,99
9603230,5,0,3,6,47,12
9603231,5,4,4,18,19,35
9603232,6,2,0,11,1,55
9603233,1,0,1,3,38,86
9603234,11,0,5,13,49,75
9603235,8,3,6,19,20,58
9603236,6,4,9,18,25,10
9603237,0,4,9,12,46,13
9603238,1,4,9,12,46,93
9603239,0,2,5,1,23,14
9603240,2,0,1,14,12,16
9603241,4,1,3,17,14,27
9603242,2,2,5,5,28,7
9603243,1,3,8,7,35,81
9603244,0,0,3,6,30,11
9603246,3,3,6,19,4,5
9603247,3,0,1,15,22,77
9603248,3,1,2,9,16,74
9603249,6,1,0,13,33,83
9603250,0,0,3,6,14,16
9603251,7,1,0,2,21,99
9603252,6,4,9,1,45,21
9603253,0,1,2,17,16,27
9603254,6,0,5,14,28,39
9603255,20,1,0,2,37,60
9603256,0,1,2,9,13,53
9603257,7,1,3,6,33,83
9603258,16,0,1,14,12,86
9603259,11,1,2,9,13,87
9603260,6,2,0,2,5,24
9603261,0,4,1,12,10,40
9603263,0,0,3,6,28,54
9603264,7,1,0,4,24,37
9603265,3,2,5,13,49,75
9603266,10,0,3,6,14,38
9603267,8,2,5,13,41,42
9603268,3,2,5,13,41,58
9603269,3,3,6,11,21,63
9603270,3,1,0,9,13,87
9603271,8,1,8,4,7,28
9603272,1,1,8,17,7,28
9603273,7,1,0,2,28,7
9603275,10,0,1,3,38,1
9603276,7,0,1,14,0,39
9603277,3,1,2,17,2,28
9603278,7,4,1,1,45,4
9603279,5,0,3,6,30,38
9603280,11,1,0,4,24,60
9603281,13,1,0,4,24,91
9603282,2,0,1,14,29,39
9603283,3,0,1,3,38,49
9603284,8,1,0,2,8,23
9603285,5,4,9,12,17,47
9603286,6,2,5,13,41,42
9603287,0,1,0,2,42,29
9603288,6,0,1,14,29,40
9603289,6,0,8,4,49,91
9603290,11,1,2,9,13,87
9603291,0,0,8,4,49,91
9603292,2,0,1,3,47,1
9603293,11,3,6,19,20,9
9603294,13,1,2,13,33,83
9603295,0,4,1,3,38,80
9603296,3,2,3,13,44,27
9603297,3,1,0,2,8,78
9603298,0,0,1,3,38,1
9603299,4,2,5,13,1,73
9603300,3,2,0,2,5,55
9603301,4,2,8,17,7,28
9603302,6,2,5,13,1,71
9603303,4,4,1,15,12,72
9603304,6,0,1,15,47,12
9603305,8,4,9,18,19,96
9603307,12,3,6,11,3,60
9603308,11,1,2,9,31,87
9603309,4,2,5,11,11,24
9603310,1,0,3,6,14,16
9603311,3,1,2,17,2,43
9603312,3,2,8,7,32,46
9603313,10,0,1,14,12,40
9603314,0,0,3,6,29,16
9603315,5,3,6,11,3,60
9603316,7,2,5,1,9,89
9603317,4,2,5,13,33,75
9603318,0,0,1,14,49,1
9603319,3,3,7,16,18,44
9603320,1,4,4,1,17,22
9603321,3,3,6,11,4,63
9603322,3,1,0,2,1,55
9603323,3,1,3,2,28,7
9603324,4,1,2,17,7,64
9603325,4,4,4,1,17,79
9603326,8,0,3,6,14,23
9603327,8,0,1,14,0,86
9603328,1,1,2,9,24,18
9603329,1,0,1,14,12,39
9603330,6,2,5,14,12,97
9603331,3,1,0,9,13,30
9603332,7,1,0,4,24,60
9603333,3,0,1,14,28,77
9603334,0,1,2,17,33,83
9603335,2,1,0,4,24,37
9603336,1,1,2,9,13,87
9603337,4,0,1,14,28,97
9603338,6,4,9,12,12,33
9603339,4,2,5,13,41,92
9603340,0,1,0,2,42,37
9603341,3,4,1,3,0,89
9603342,1,1,2,17,33,99
9603343,3,0,1,15,10,72
9603344,3,1,2,9,13,87
9603345,0,4,9,12,46,33
9603346,1,3,7,16,43,59
9603347,3,1,0,4,24,99
9603348,11,2,5,13,44,42
9603349,3,1,3,6,8,23
9603350,1,4,8,7,32,21
9603351,3,0,1,14,12,39
9603352,3,2,5,2,37,98
9603353,3,1,2,17,33,27
9603354,11,3,6,19,20,5
9603355,0,4,9,12,25,13
9603356,4,0,3,6,29,1
9603357,7,0,8,4,49,91
9603358,11,2,5,13,49,75
9603359,8,0,1,15,22,42
9603360,5,0,3,4,28,91
9603361,5,0,1,15,22,77
9603362,3,1,2,4,2,28
9603363,12,2,1,14,0,86
9603364,6,2,4,1,5,24
9603366,6,2,5,13,16,74
9603367,0,0,3,6,22,17
9603368,1,0,1,14,0,31
9603369,0,0,5,14,44,97
9603370,1,3,7,8,48,61
9603371,2,1,0,2,8,78
9603372,2,2,8,17,44,27
9603373,13,4,4,18,19,34
9603374,3,2,5,5,9,20
9603375,6,3,7,16,18,44
9603376,2,0,1,15,38,80
9603377,6,4,1,15,12,72
9603378,4,1,2,17,14,2
9603379,0,4,9,12,46,93
9603380,3,1,3,6,14,38
9603382,9,1,2,9,42,83
9603383,3,0,3,14,28,16
9603384,4,0,5,14,0,97
9603385,8,2,5,5,28,43
9603386,1,0,3,13,16,42
9603387,7,0,3,6,16,17
9603388,4,1,2,17,7,3
9603389,7,0,8,3,32,49
9603390,8,0,1,15,12,40
9603391,3,4,4,10,11,79
9603392,2,1,2,17,31,45
9603393,2,0,3,6,49,1
9603394,3,3,8,0,35,62
9603396,9,1,2,17,31,2
9603397,6,2,0,2,5,24
9603398,3,4,4,15,27,65
9603399,3,3,6,0,15,0
9603400,10,0,1,14,29,17
9603401,4,2,5,13,41,42
9603402,7,1,2,9,31,18
9603403,7,4,8,7,32,32
9603404,0,1,3,6,14,38
9603405,6,0,3,15,22,17
9603406,11,3,8,7,32,46
9603407,4,3,8,7,35,73
9603408,6,1,2,9,2,43
9603409,3,0,1,15,22,72
9603410,1,0,1,14,12,77
9603411,3,1,3,6,16,78
9603412,12,0,3,6,47,12
9603413,4,3,8,7,32,32
9603414,0,0,1,14,29,16
9603415,3,0,6,3,38,5
9603416,3,0,3,6,8,23
9603417,0,0,1,3,40,31
9603418,2,1,0,2,42,37
9603419,2,2,0,5,37,98
9603420,4,2,5,5,33,43
9603421,11,3,8,7,40,76
9603422,6,3,7,16,43,48
9603423,1,4,9,1,17,68
9603425,2,1,0,2,42,37
9603426,0,0,1,14,12,39
9603427,3,2,5,13,44,36
9603428,6,4,4,1,45,34
9603429,0,0,1,15,22,72
9603430,2,0,3,6,30,91
9603431,1,0,8,3,30,31
9603432,2,1,0,11,21,99
9603433,1,1,3,6,8,54
9603434,17,4,4,10,27,65
9603435,3,1,2,17,33,71
9603436,3,2,5,13,16,42
9603437,1,4,9,18,25,13
9603438,3,3,7,0,3,62
9603439,10,0,3,15,22,17
9603440,16,4,9,12,46,33
9603441,1,0,3,6,14,38
9603442,3,1,0,9,33,19
9603443,2,1,3,6,14,38
9603444,6,1,2,4,24,64
9603445,1,1,2,9,33,45
9603447,7,1,2,9,31,87
9603448,0,2,5,14,28,97
9603449,7,4,4,15,32,80
9603450,6,0,4,15,47,12
9604201,2,4,9,12,10,33
9604202,0,2,5,13,44,67
9604203,10,1,0,2,42,29
9604204,6,4,9,12,25,21
9604205,7,1,0,2,16,74
9604206,17,4,4,10,27,65
9604208,0,0,3,6,28,7
9604209,5,1,3,4,30,23
9604210,6,1,0,11,21,99
9604211,1,2,5,5,37,36
9604212,3,2,5,7,49,73
9604213,11,2,5,13,5,42
9604214,3,4,4,18,17,89
9604215,5,2,5,11,5,24
9604216,1,1,2,17,16,45
9604217,7,4,1,1,45,4
9604218,2,1,2,9,42,87
9604219,0,1,0,19,20,60
9604220,6,0,1,15,22,72
9604221,1,0,1,15,22,77
9604222,4,0,3,6,29,95
9604223,3,2,4,1,9,15
9604224,5,0,3,6,29,16
9604225,0,0,1,14,29,97
9604227,4,2,5,13,41,42
9604228,0,0,3,6,14,17
9604229,2,1,2,17,33,45
9604230,6,0,1,3,38,80
9604231,4,4,9,12,23,68
9604232,1,3,6,0,3,41
9604233,0,4,9,12,25,10
9604234,8,1,2,13,16,19
9604235,11,1,0,2,39,94
9604236,1,0,1,14,29,97
9604237,10,2,5,14,12,85
9604238,2,2,5,14,0,89
9604239,1,1,0,17,49,36
9604240,0,2,5,1,44,67
9604241,11,2,8,4,49,7
9604242,2,1,2,17,7,3
9604243,1,1,2,4,24,36
9604244,12,1,3,6,8,38
9604245,13,3,0,11,21,63
9604246,8,4,4,18,19,70
9604247,13,4,1,15,45,80
9604249,4,2,5,1,39,22
9604250,5,0,3,6,33,19
9604251,2,2,5,1,39,22
9604252,2,0,8,3,30,95
9604253,11,3,8,7,35,91
9604254,8,4,4,10,27,65
9604255,11,1,0,4,24,60
9604257,2,0,3,6,30,11
9604258,0,1,2,9,1,55
9604259,10,4,1,15,12,89
9604260,3,3,8,7,35,31
9604261,6,4,9,12,25,13
9604262,5,0,1,15,22,72
9604263,5,3,7,8,36,88
9604264,6,1,0,2,8,37
9604265,1,0,1,14,12,86
9604266,3,0,8,3,0,86
9604267,5,1,2,9,42,18
9604268,6,1,2,4,24,19
9604269,6,0,1,15,10,40
9604270,3,1,0,2,42,29
9604271,3,0,8,3,38,49
9604272,5,2,5,1,9,15
9604273,4,4,9,18,6,96
9604274,6,1,0,4,24,91
9604275,7,2,5,7,4,73
9604276,9,2,5,5,39,94
9604277,5,1,0,4,42,37
9604278,3,2,5,13,44,67
9604279,7,1,2,9,14,38
9604280,7,2,0,2,1,29
9604281,8,1,3,6,8,23
9604282,10,1,3,6,14,64
9604283,0,2,5,13,28,27
9604284,4,2,5,14,28,97
9604285,2,3,6,0,4,82
9604286,9,3,4,7,11,6
9604287,2,0,3,6,30,95
9604288,9,3,8,7,35,81
9604289,6,1,0,13,33,19
9604290,0,0,3,6,22,77
9604291,6,1,0,2,42,8
9604293,6,3,6,11,21,63
9604294,7,0,1,14,29,77
9604295,6,1,3,6,8,23
9604296,1,0,1,3,29,31
9604297,7,0,3,2,8,78
9604298,3,0,1,3,38,31
9604299,5,1,3,2,8,78
9604300,4,2,5,1,9,85
9604301,3,0,3,6,47,54
9604302,3,0,3,6,14,38
9604303,3,3,8,7,35,91
9604304,5,2,5,5,2,46
9604305,6,0,1,15,40,76
9604306,8,0,1,15,22,72
9604307,0,0,1,15,22,4
9604308,7,4,9,1,45,34
9604309,3,1,3,6,33,19
9604310,7,0,1,14,28,39
9604311,3,3,7,16,18,44
9604312,1,1,0,9,24,37
9604313,8,0,3,6,14,38
9604314,6,0,0,2,28,7
9604316,3,0,1,3,47,11
9604317,6,2,1,14,12,89
9604318,6,1,2,4,24,64
9604319,0,0,3,3,30,31
9604320,4,0,3,17,44,95
9604321,3,0,1,3,38,21
9604322,0,3,6,19,49,75
9604323,13,4,9,18,6,47
9604324,6,0,3,6,14,16
9604325,1,4,1,3,10,80
9604326,3,0,1,15,47,12
9604327,5,2,5,2,5,24
9604328,10,1,3,6,8,23
9604329,6,2,4,15,41,92
9604330,0,0,1,14,29,16
9604331,6,4,5,1,32,22
9604333,3,1,0,2,42,29
9604334,1,4,9,12,25,10
9604335,0,0,3,6,29,16
9604336,0,0,1,15,22,77
9604337,7,1,2,4,7,91
9604338,1,1,3,6,8,23
9604339,1,3,8,4,34,69
9604340,4,1,0,2,42,37
9604341,2,1,0,2,42,37
9604342,6,2,5,5,9,85
9604343,12,0,1,14,29,1
9604344,3,3,6,11,4,63
9604345,5,1,0,11,21,99
9604346,7,2,5,13,44,42
9604347,13,3,7,3,38,49
9604348,0,0,3,13,16,74
9604349,0,4,9,12,12,40
9604350,5,3,8,3,38,49
9604351,8,1,2,9,31,87
9604352,10,1,2,9,33,83
9604353,6,4,9,18,6,96
9604354,1,3,6,0,4,82
9604355,7,0,3,6,14,95
9604356,4,1,2,9,31,2
9604357,2,2,5,5,2,8
9604358,3,1,2,2,42,29
9604359,6,0,1,15,22,72
9604360,5,0,1,15,38,31
9604361,1,3,6,10,11,90
9604362,2,4,9,18,6,68
9604363,8,4,9,16,10,21
9604364,2,2,5,5,37,7
9604365,3,0,1,14,29,77
9604366,13,0,1,15,47,39
9604367,4,3,6,19,3,5
9604369,5,2,5,5,1,71
9604370,2,0,1,14,29,86
9604372,11,1,2,17,31,2
9604373,13,2,5,1,39,24
9604374,13,1,0,11,21,99
9604375,7,3,6,11,4,63
9604376,0,3,7,16,18,44
9604377,6,0,1,15,22,17
9604378,0,4,9,12,25,21
9604379,1,2,2,13,33,83
9604380,3,3,7,16,43,59
9604381,3,0,3,6,28,16
9604382,6,4,9,18,6,47
9604383,5,1,0,2,24,37
9604384,0,0,1,15,22,77
9604385,8,4,1,15,45,4
9604386,0,1,0,2,42,83
9604387,0,1,3,4,24,19
9604388,8,1,3,6,16,78
9604389,2,3,8,7,35,81
9604390,3,0,3,6,28,7
9604391,6,3,0,11,21,60
9604392,1,4,9,12,46,13
9604393,6,1,3,6,14,38
9604394,12,1,2,17,33,83
9604395,7,4,9,1,17,22
9604397,6,4,4,1,45,34
9604398,4,2,5,5,28,7
9604399,12,0,8,7,0,31
9604400,2,3,8,7,35,91
9604402,7,1,2,9,33,83
9604403,2,4,9,7,32,32
9604404,4,0,1,15,40,76
9604405,7,0,8,3,38,49
9604406,1,0,3,6,14,17
9604407,4,1,3,4,30,45
9604408,3,0,8,3,38,49
9604409,3,0,1,3,38,49
9604410,13,3,4,10,26,50
9604411,10,1,2,2,42,37
9604412,0,0,4,10,26,50
9604413,1,1,0,6,8,19
9604414,1,1,8,4,30,91
9604415,2,2,5,1,44,67
9604416,7,1,2,9,33,36
9604417,1,0,1,14,0,86
9604418,0,1,3,6,14,38
9604419,5,4,9,18,17,68
9604420,3,0,3,6,34,69
9604421,0,4,1,3,12,80
9604422,6,3,8,7,35,46
9604423,6,2,5,5,28,97
9604424,8,4,9,18,9,15
9604425,0,0,1,14,10,40
9604426,8,4,4,18,19,6
9604427,6,3,8,7,32,32
9604428,1,4,9,12,25,10
9604429,7,2,0,11,5,75
