205247	205071  agreement
110278	9905296	disagreement
110278	9905312	agreement
110278	9906274	agreement
110278	9909297	disagreement
112295	4173	disagreement
112295	12308	disagreement
112295	104062	disagreement
112295	104110	agreement
112295	104126	disagreement
112295	9704423	disagreement
112295	9808493	disagreement
9808493	9404281	agreement
9808493	9404282	disagreement
9808493	9404283	disagreement
9808493	9408404	disagreement
9808493	9512380	disagreement
9808493	9612446	neutral
9808493	9704423	disagreement
9808493	9707521	agreement
9808493	9711246	disagreement
9808493	9711469	agreement
9808493	9712224	disagreement
9808493	9712225	disagreement
9808493	9712287	disagreement
9808493	9802433	Agreement
9808493	9804319	disagreement
9808493	9806348	disagreement
203266	8205	disagreement
203266	108217	agreement
203266	110377	agreement
203266	111086	disagreement
203266	112110	disagreement
203266	112233	disagreement
203266	112279	agreement
203266	9606486	disagreement
203266	9809549	agreement
112279	4091	disagreement
112279	5293	agreement
112279	11132	neutral
112279	102306	disagreement
112279	104274	Neutral
112279	108217	disagreement
112279	110194	disagreement
112279	112059	disagreement
112279	112110	disagreement
112279	112233	disagreement
112279	9204201	disagreement
112279	9411272	agreement
112279	9806292	disagreement
112279	9810535	disagreement
112279	9812489	disagreement
112279	9911454	disagreement
111086	5222	disagreement
111086	104240	disagreement
111086	108217	agreement
111086	110377	disagreement
111086	9411272	disagreement
111086	9606486	disagreement
111086	9809549	disagreement
112233	2297	disagreement
112233	110377	disagreement
112233	112059	disagreement
112233	112110	disagreement
112233	9411272	agreement
112233	9503214	neutral
112233	9606486	disagreement
112233	9707380	disagreement
112233	9801253	disagreement
112233	9809549	Neutral
112233	9905494	disagreement
110377	3010	neutral
110377	108217	disagreement
110377	112059	disagreement
110377	9411272	disagreement
110377	9606486	disagreement
110377	9809549	disagreement
112110	108217	agreement
112110	112059	disagreement
112110	9204234	disagreement
112110	9803315	disagreement
112110	9905221	disagreement
9809549	9606486	agreement
8205	3287	disagreement
8205	5037	agreement
8205	5182	agreement
8205	9807376	disagreement
8205	9810553	disagreement
8205	9909459	disagreement
8205	9911305	neutral
101160	2053	Neutral
101160	2221	disagreement
101160	4123	disagreement
101160	5220	disagreement
101160	10108	disagreement
101160	10276	disagreement
101160	103239	agreement
101160	9403257	neutral
101160	9505340	disagreement
101160	9610301	disagreement
101160	9709249	agreement
101160	9710236	disagreement
101160	9711240	neutral
101160	9809371	neutral
101160	9902427	disagreement
101160	9909361	disagreement
101160	9912545	agreement
5220	2053	disagreement
9709249	9610301	agreement
9909361	9403257	disagreement
9909361	9505340	disagreement
9909361	9607449	disagreement
9909361	9704283	neutral
9909361	9704375	disagreement
9909361	9711240	disagreement
9909361	9806450	disagreement
9710236	9610301	agreement
9710236	9709249	agreement
103239	3238	disagreement
103239	5220	disagreement
103239	5323	agreement
103239	9283	disagreement
103239	9403257	disagreement
103239	9505340	disagreement
103239	9607449	agreement
103239	9704283	disagreement
103239	9704375	disagreement
103239	9710236	disagreement
103239	9710348	disagreement
103239	9711240	agreement
103239	9806470	disagreement
103239	9902348	disagreement
103239	9908353	disagreement
103239	9909361	agreement
103239	9910508	disagreement
103239	9912426	disagreement
9902427	9610301	disagreement
9902427	9709249	agreement
9902427	9710236	disagreement
9902427	9811404	disagreement
9902427	9811406	disagreement
9902427	9812353	neutral
9505340	9207268	agreement
9505340	9403257	agreement
10108	9610301	disagreement
10108	9709249	agreement
10108	9710236	neutral
10108	9811404	disagreement
10108	9811406	disagreement
10108	9812353	neutral
10108	9902427	agreement
9912545	9610301	agreement
9912545	9709249	disagreement
9912545	9710236	disagreement
9912545	9902427	agreement
9809371	9304271	disagreement
9809371	9403257	agreement
9809371	9505340	disagreement
9809371	9611465	disagreement
9809371	9612243	disagreement
9809371	9703465	disagreement
9809371	9711310	disagreement
9809371	9711358	disagreement
9809371	9807216	disagreement
9610301	9312297	disagreement
10276	9207268	disagreement
10276	9403257	agreement
10276	9505340	disagreement
10276	9906272	agreement
2221	2053	agreement
2221	9209276	disagreement
2221	9606295	disagreement
2221	9704283	disagreement
2221	9707542	disagreement
2221	9711240	disagreement
2221	9806450	disagreement
2221	9808334	agreement
2221	9809371	disagreement
2221	9812360	agreement
2221	9901350	agreement
2221	9904248	disagreement
2221	9909361	agreement
2221	9910508	disagreement
9711240	9207268	disagreement
9711240	9311318	agreement
9711240	9403257	agreement
9711240	9505340	disagreement
104041	6312	disagreement
104041	7001	disagreement
104041	7018	disagreement
104041	9195	disagreement
104041	12275	disagreement
104041	102090	disagreement
104041	103125	disagreement
104041	9207279	disagreement
104041	9803466	agreement
104041	9806292	disagreement
104041	9808255	disagreement
104041	9809217	disagreement
104041	9904303	disagreement
104041	9906549	agreement
104041	9908369	disagreement
104041	9909248	disagreement
104041	9911293	disagreement
104041	9911323	disagreement
12275	2232	disagreement
12275	108104	disagreement
12275	9306309	disagreement
12275	9308333	neutral
12275	9402253	agreement
12275	9504364	agreement
12275	9512396	disagreement
12275	9601262	disagreement
12275	9607383	disagreement
12275	9808255	disagreement
12275	9808328	disagreement
12275	9810411	disagreement
12275	9902443	disagreement
12275	9905292	neutral
12275	9905445	disagreement
12275	9911272	disagreement
9809217	9210235	disagreement
9809217	9501394	agreement
9809217	9707401	agreement
9809217	9803466	disagreement
9809217	9806292	disagreement
9809217	9807522	disagreement
9195	1172	disagreement
9195	1249	agreement
9195	3081	agreement
9195	3187	neutral
9195	4127	disagreement
9195	4200	agreement
9195	4210	disagreement
9195	5211	disagreement
9195	6047	disagreement
9195	6116	agreement
9195	7073	disagreement
9195	8103	disagreement
9195	9205227	agreement
9195	9303230	disagreement
9195	9304299	disagreement
9195	9304307	disagreement
9195	9408384	agreement
9195	9507378	disagreement
9195	9604387	disagreement
9195	9703246	disagreement
9195	9706438	disagreement
9195	9706540	disagreement
9195	9801271	agreement
9195	9801416	disagreement
9195	9803259	disagreement
9195	9803290	disagreement
9195	9803315	disagreement
9195	9807344	disagreement
9195	9810442	disagreement
9195	9811316	disagreement
9195	9903448	disagreement
9195	9904250	disagreement
9195	9904378	agreement
9195	9905390	agreement
9195	9906270	disagreement
9195	9906296	disagreement
9195	9906527	disagreement
9195	9907255	agreement
9195	9907319	agreement
9195	9909248	disagreement
9195	9909376	disagreement
9195	9909411	agreement
9195	9910481	disagreement
9195	9911293	disagreement
9195	9911323	Neutral
9195	9911421	disagreement
9195	9912390	disagreement
7001	6312	agreement
7001	9712515	agreement
7001	9805281	disagreement
7001	9810535	disagreement
7001	9811299	disagreement
7001	9911341	disagreement
103125	11311	disagreement
103125	12125	agreement
103125	102301	agreement
103125	104041	disagreement
103125	9803466	agreement
103125	9806292	agreement
103125	9902423	agreement
103125	9908369	agreement
103125	9909248	agreement
103125	9911293	disagreement
103125	9911323	neutral
7018	3303	disagreement
7018	5159	neutral
7018	5321	agreement
7018	6014	disagreement
7018	6040	Neutral
7018	6173	disagreement
7018	6174	disagreement
7018	6235	agreement
7018	6274	disagreement
7018	6285	disagreement
7018	6312	disagreement
7018	8019	agreement
7018	8110	disagreement
7018	10206	Neutral
7018	11054	disagreement
7018	11141	agreement
7018	12118	agreement
7018	9303230	disagreement
7018	9303287	agreement
7018	9405399	disagreement
7018	9406397	disagreement
7018	9408384	disagreement
7018	9501407	disagreement
7018	9505402	disagreement
7018	9507378	disagreement
7018	9507441	disagreement
7018	9510309	disagreement
7018	9511288	disagreement
7018	9606251	disagreement
7018	9606388	agreement
7018	9701311	disagreement
7018	9702421	disagreement
7018	9703465	neutral
7018	9705228	disagreement
7018	9711220	disagreement
7018	9711348	disagreement
7018	9712428	Disagreement
7018	9805314	neutral
7018	9806301	Neutral
7018	9808296	disagreement
7018	9810257	disagreement
7018	9810479	disagreement
7018	9811428	disagreement
7018	9811448	agreement
7018	9902443	disagreement
7018	9904219	agreement
7018	9906244	neutral
7018	9906362	disagreement
7018	9911459	disagreement
7018	9912317	disagreement
9904303	9207279	agreement
9904303	9403338	disagreement
9904303	9409369	disagreement
9904303	9412367	disagreement
9904303	9412385	disagreement
9904303	9504292	disagreement
9904303	9601243	disagreement
9904303	9607463	disagreement
9904303	9610481	disagreement
9904303	9701373	disagreement
9904303	9702214	disagreement
9904303	9703350	agreement
9904303	9710516	disagreement
9904303	9802334	disagreement
9904303	9805240	disagreement
9904303	9805417	agreement
9904303	9806398	disagreement
9904303	9809307	disagreement
9904303	9810308	disagreement
9908369	9211309	disagreement
9908369	9403290	agreement
9908369	9501394	disagreement
9908369	9606281	disagreement
9908369	9606323	disagreement
9908369	9710204	disagreement
9908369	9803466	disagreement
9908369	9804437	disagreement
9908369	9806263	disagreement
9908369	9806292	agreement
9908369	9807415	disagreement
9908369	9809217	disagreement
9908369	9810410	agreement
9908369	9812221	disagreement
9908369	9812489	disagreement
9908369	9902407	disagreement
9908369	9903400	disagreement
9908369	9903479	agreement
9908369	9904504	disagreement
9908369	9905349	disagreement
9908369	9906327	disagreement
6312	7001	agreement
6312	7018	agreement
6312	8110	disagreement
6312	9505248	agreement
6312	9506380	agreement
6312	9507441	disagreement
6312	9510309	disagreement
6312	9511288	disagreement
6312	9603431	disagreement
6312	9604387	disagreement
6312	9605432	disagreement
6312	9606388	agreement
6312	9610490	disagreement
6312	9610540	disagreement
6312	9611397	neutral
6312	9703465	disagreement
6312	9705391	disagreement
6312	9706315	disagreement
6312	9712515	disagreement
6312	9803481	agreement
6312	9805281	Agreement
6312	9806301	disagreement
6312	9807327	disagreement
6312	9808232	agreement
6312	9810257	agreement
6312	9903229	disagreement
6312	9903382	disagreement
6312	9911341	disagreement
6312	9911370	disagreement
6312	9911459	disagreement
6312	9912204	agreement
9909248	9511350	disagreement
9909248	9604387	disagreement
9909248	9607383	agreement
9909248	9706235	agreement
9909248	9706275	agreement
9909248	9803258	disagreement
9909248	9810442	agreement
9909248	9811353	disagreement
9909248	9812483	agreement
9909248	9903417	disagreement
9909248	9903448	disagreement
9909248	9905390	disagreement
9909248	9906296	disagreement
9808255	9207279	agreement
9808255	9404349	disagreement
9808255	9411298	agreement
9808255	9610293	disagreement
9806412	9711426	agreement
9711426	9308226	disagreement
9711426	9610223	disagreement
9711426	9709460	agreement
9805286	9605459	disagreement
9805286	9608291	disagreement
9805286	9804465	disagreement
9805286	9805220	agreement
9805220	9608291	disagreement
9805220	9804465	disagreement
9804465	9603316	agreement
9804465	9604395	disagreement
9804465	9604405	agreement
9804465	9605459	neutral
9804465	9608291	disagreement
9804465	9612457	disagreement
9804465	9710281	agreement
9608291	9207242	disagreement
9708380	9210253	disagreement
9708380	9310228	disagreement
9708380	9312349	disagreement
9708380	9401308	agreement
9708380	9402274	disagreement
9708380	9404357	agreement
9708380	9405352	disagreement
9708380	9407368	agreement
9708380	9610345	disagreement
9404357	9212206	disagreement
9404357	9305207	disagreement
9404357	9305291	disagreement
9404357	9307297	agreement
9404357	9311319	disagreement
9407368	9211282	agreement
9407368	9303281	agreement
9407368	9307336	agreement
9407368	9310228	disagreement
9407368	9312349	agreement
9407368	9401308	disagreement
9407368	9404357	disagreement
9402274	9210253	Agreement
9402274	9303281	disagreement
9402274	9306260	neutral
9312349	9303281	disagreement
9310228	9303281	disagreement
9911232	9303255	disagreement
9911232	9402351	agreement
9402351	9303255	disagreement
9903236	9211250	disagreement
9903236	9405340	disagreement
9903236	9407339	disagreement
9903236	9412205	disagreement
9903236	9506425	disagreement
9903236	9601386	disagreement
9903236	9603289	disagreement
9903236	9610265	disagreement
9903236	9704333	disagreement
9903236	9704378	disagreement
9903236	9805484	disagreement
9903236	9812280	neutral
9903236	9903221	disagreement
9601386	9211250	disagreement
9601386	9310359	disagreement
9601386	9412205	agreement
9601386	9510231	disagreement
9405340	9211250	disagreement
9405340	9302231	disagreement
9405340	9305251	disagreement
9405340	9306259	disagreement
9405340	9310227	disagreement
9405340	9403209	neutral
9610265	9306259	disagreement
9610265	9407339	disagreement
9610265	9410304	disagreement
9610265	9503418	disagreement
9610265	9503465	disagreement
9610265	9605264	disagreement
9603289	9211250	disagreement
9603289	9401237	disagreement
9603289	9402280	disagreement
9603289	9403209	disagreement
9603289	9403293	disagreement
9603289	9405340	agreement
9603289	9407250	disagreement
9603289	9410304	disagreement
9603289	9503418	disagreement
9603289	9503465	neutral
9603289	9503476	disagreement
9603289	9602247	disagreement
9704378	9306259	agreement
9704378	9402270	disagreement
9704378	9402277	agreement
9704378	9402286	disagreement
9704378	9403293	Neutral
9704378	9403319	disagreement
9704378	9407339	agreement
9704378	9410304	disagreement
9704378	9503418	agreement
9704378	9503465	agreement
9704378	9511270	neutral
9704378	9512432	disagreement
9704378	9605264	disagreement
9704378	9610265	disagreement
9704378	9702443	disagreement
9704378	9703252	disagreement
9704333	9307266	disagreement
9704333	9401270	disagreement
9704333	9504219	disagreement
9704333	9506425	neutral
9704333	9604363	agreement
9812280	9203222	Agreement
9812280	9306259	disagreement
